,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6,Max Weekly Velocity,artist popularity index
644,45,2020-04-05T00:00:00.000Z,Say So,Doja Cat,USRC11903454,,26951096.0,117,"['2019-11-07T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-14T00:00:00.000Z', '2020-09-17T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-11T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",217671.0,779315.0,4337663.0,15.285714285714299,established
645,46,2020-04-05T00:00:00.000Z,Coronavirus,Imarkkeyz,QZFZ62070360,,28774207.0,52,['2020-03-13T00:00:00.000Z'],142338.0,2263.0,10975.0,-1.42857142857143,emerging
646,47,2020-04-05T00:00:00.000Z,Skechers,DripReport,QZFYX2083092,,28242824.0,62,"['2020-01-12T00:00:00.000Z', '2020-01-12T00:00:00.000Z', '2020-06-26T00:00:00.000Z']",3422954.0,1784.0,81873.0,2.14285714285714,emerging
647,48,2020-04-05T00:00:00.000Z,Cannibal,Kesha,USRC11000876,,15674338.0,53,"['2010-11-19T00:00:00.000Z', '2011-01-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2010-11-19T00:00:00.000Z']",207242.0,5139411.0,5963700.0,0.0,established
648,49,2020-04-05T00:00:00.000Z,Boss Bitch,Doja Cat,USAT21907355,,28272063.0,66,"['2020-01-23T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-02-06T00:00:00.000Z', '2020-02-06T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z']",217671.0,779315.0,4337663.0,-1.28571428571429,established
650,51,2020-04-05T00:00:00.000Z,Dance Monkey,Tones And I,QZES71982312,,22955238.0,129,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",1410939.0,436052.0,2388886.0,12.4285714285714,established
652,53,2020-04-05T00:00:00.000Z,Snake,Lil Keed,QMCE31902281,,24046736.0,73,['2019-06-14T00:00:00.000Z'],1130388.0,261983.0,565356.0,3.4285714285714306,established
656,57,2020-04-05T00:00:00.000Z,You Deserve to be My Wife,DJ Haning,TCAES2015263,,28796444.0,87,['2020-03-18T00:00:00.000Z'],1656148.0,27223.0,69609.0,-1.57142857142857,emerging
657,58,2020-04-05T00:00:00.000Z,Relationship,"Young Thug,Future",USAT21701747,,15093585.0,79,['2017-06-16T00:00:00.000Z'],,,,-1.28571428571429,emerging
658,59,2020-04-05T00:00:00.000Z,A$AP Ferg – Plain Jane ft Nicki Minaj,Aneres ,USRC11701803,,15679261.0,46,"['2017-08-18T00:00:00.000Z', '2017-08-04T00:00:00.000Z', '2017-11-24T00:00:00.000Z']",,,,-4.0,emerging
659,60,2020-04-05T00:00:00.000Z,Hold On,Cheat Codes,NLZ542000294,,28671545.0,52,"['2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z']",206343.0,1448794.0,1743926.0,4.0,established
661,62,2020-04-05T00:00:00.000Z,"Need A Freak (feat. Huncho Da Rockstar, Kblast, Number9ok)",Mighty Bay,CA5KR2002452,,28574948.0,31,['2020-01-13T00:00:00.000Z'],3571067.0,232.0,1199.0,,emerging
662,63,2020-04-05T00:00:00.000Z,Blinding Lights,MACDADDYZ,USUG11904206,,27552418.0,69,"['2019-11-29T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-23T00:00:00.000Z', '2020-03-23T00:00:00.000Z', '2020-03-30T00:00:00.000Z', '2020-03-30T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-17T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z']",,,,10.7142857142857,emerging
664,65,2020-04-05T00:00:00.000Z,Don't Start Now,Dua Lipa,GBAHT1901121,,26822879.0,56,"['2019-10-31T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2019-12-18T00:00:00.000Z', '2019-12-18T00:00:00.000Z', '2020-01-10T00:00:00.000Z', '2020-01-10T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-25T00:00:00.000Z', '2020-08-25T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-17T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",5381.0,14838486.0,21113084.0,50.1428571428571,established
666,67,2020-04-05T00:00:00.000Z,Ты мой кайф,ХАНЗА&OWEEK,RUA1D2002705,,28330804.0,90,"['2020-01-29T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,3.0,emerging
667,68,2020-04-05T00:00:00.000Z,พักก่อน,Milli,FR10S2014617,,28467140.0,61,['2020-02-13T00:00:00.000Z'],,,,32.0,emerging
670,71,2020-04-05T00:00:00.000Z,Oh Nanana - Remix,dj 6rb & Bonde R300,US7VG1770309,,14710643.0,102,['2017-03-22T00:00:00.000Z'],,,,1.85714285714286,emerging
672,73,2020-04-05T00:00:00.000Z,Dance Monkey,วิดีโอจีน,QZES71982312,,22955238.0,90,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",,,,12.4285714285714,emerging
674,75,2020-04-05T00:00:00.000Z,Something New (feat. Ty Dolla $ign),Wiz Khalifa,USAT21702964,,16794851.0,60,"['2018-07-13T00:00:00.000Z', '2017-08-11T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",2974.0,8682865.0,9523940.0,-1.0,established
675,76,2020-04-05T00:00:00.000Z,UNO,littlebig,RUA592000524,,28736633.0,41,['2020-03-12T00:00:00.000Z'],,,,-0.14285714285714302,emerging
676,77,2020-04-05T00:00:00.000Z,Cradles,SUB URBAN,GB2LD1800949,,22226751.0,96,"['2019-01-04T00:00:00.000Z', '2019-01-04T00:00:00.000Z', '2020-08-06T00:00:00.000Z']",568860.0,122548.0,580805.0,1.85714285714286,established
677,78,2020-04-05T00:00:00.000Z,This City,Sam Fischer,TCADL1840559,,18232032.0,65,"['2018-01-19T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2020-01-10T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-28T00:00:00.000Z', '2020-05-28T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-28T00:00:00.000Z']",568782.0,11398.0,67683.0,11.142857142857098,emerging
678,79,2020-04-05T00:00:00.000Z,One Direction - Still The One,いろはす、,GBHMU1200374,,12813537.0,40,"['2012-11-09T00:00:00.000Z', '2012-11-12T00:00:00.000Z']",,,,-2.42857142857143,emerging
679,80,2020-04-05T00:00:00.000Z,Tusa,Nicki Minaj,USUM71921183,,26955241.0,67,"['2019-11-07T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-03-18T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-09-17T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-12-16T00:00:00.000Z']",3442.0,16756085.0,19389193.0,-0.28571428571428603,established
680,81,2020-04-05T00:00:00.000Z,Yummy,Justin Bieber,USUM71923046,,28077991.0,92,"['2020-01-03T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-03-18T00:00:00.000Z', '2020-03-18T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-10-27T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-11T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-25T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-21T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-29T00:00:00.000Z', '2020-12-30T00:00:00.000Z', '2020-12-30T00:00:00.000Z']",3479.0,32168857.0,39980927.0,34.1428571428571,established
683,84,2020-04-05T00:00:00.000Z,The Weekend (Funk Wav Remix),Calvin Harris,USRC11702939,,17879807.0,86,"['2017-12-15T00:00:00.000Z', '2018-03-23T00:00:00.000Z', '2018-06-22T00:00:00.000Z']",2134.0,19240287.0,20905190.0,8.71428571428571,established
684,85,2020-04-05T00:00:00.000Z,Sean Paul - Get Busy (Shake That Thing),Laurie Elle,USAT20202575,,15074302.0,37,"['2016-04-29T00:00:00.000Z', '2003-01-01T00:00:00.000Z', '2003-11-28T00:00:00.000Z', '2003-08-22T00:00:00.000Z', '2010-11-02T00:00:00.000Z', '2011-12-16T00:00:00.000Z', '2003-11-28T00:00:00.000Z', '2002-11-12T00:00:00.000Z', '2002-11-12T00:00:00.000Z', '2002-01-01T00:00:00.000Z', '2019-06-14T00:00:00.000Z', '2019-07-05T00:00:00.000Z', '2019-08-02T00:00:00.000Z', '2019-09-13T00:00:00.000Z', '2019-04-26T00:00:00.000Z', '2019-07-06T00:00:00.000Z', '2019-05-31T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-06-07T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-10T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-06T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-21T00:00:00.000Z', '2020-03-22T00:00:00.000Z', '2020-03-22T00:00:00.000Z', '2020-03-22T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-14T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",,,,,emerging
687,88,2020-04-05T00:00:00.000Z,Make You Mine,PUBLIC ,TCACE1578479,,14321852.0,92,"['2015-03-24T00:00:00.000Z', '2015-03-24T00:00:00.000Z', '2019-08-09T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-15T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-02T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",,,,-0.5714285714285711,emerging
689,90,2020-04-05T00:00:00.000Z,Moto,Diler Kharkiya,INR731900731,,28227735.0,98,['2020-01-06T00:00:00.000Z'],1638725.0,2619.0,24572.0,4.42857142857143,emerging
690,91,2020-04-05T00:00:00.000Z,Surrender,Natalie Taylor,TCACJ1544888,,14341447.0,210,['2015-10-29T00:00:00.000Z'],164355.0,23708.0,84628.0,14.0,emerging
