,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6
3784,85,2020-11-29T00:00:00.000Z,At My Worst,pinksweatsmusic,USAT22003823,-0.714285714285714,30211836.0,72,"['2020-07-17T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",,,
3785,86,2020-11-29T00:00:00.000Z,Blue Bird (Naruto Shippuden) [feat. Animelmack],Berioska,QZFZ62022436,-0.285714285714286,29659569.0,79,['2020-03-28T00:00:00.000Z'],1374584.0,806.0,2760.0
3786,87,2020-11-29T00:00:00.000Z,Line Without a Hook,Ricky Montgomery,USA2P1624696,-2.0,14803912.0,40,"['2016-04-08T00:00:00.000Z', '2016-04-08T00:00:00.000Z', '2016-04-08T00:00:00.000Z']",41976.0,49470.0,220101.0
3787,88,2020-11-29T00:00:00.000Z,Just the Two of Us,"Grover Washington, Jr.",USEE19901162,3.57142857142857,15275075.0,88,"['2010-12-08T00:00:00.000Z', '1979-01-01T00:00:00.000Z', '1985-01-01T00:00:00.000Z', '2009-01-23T00:00:00.000Z', '2017-06-13T00:00:00.000Z', '2006-09-12T00:00:00.000Z', '2020-10-16T00:00:00.000Z']",11492.0,,
3788,89,2020-11-29T00:00:00.000Z,CONVOQUEI TODAS PIR4NHA,DJ VITINHO BDP & DJ Arthur ZL & MC Mn & MC RD,US3DF2085678,-7.42857142857143,31729205.0,41,['2020-09-06T00:00:00.000Z'],,,
3789,90,2020-11-29T00:00:00.000Z,Hello,OMFG,TCACC1430912,-1.0,14312132.0,179,"['2014-12-03T00:00:00.000Z', '2014-12-03T00:00:00.000Z']",36987.0,364106.0,410390.0
3791,92,2020-11-29T00:00:00.000Z,positions,arianagrande,USUM72019412,-2.0,31753148.0,41,"['2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-27T00:00:00.000Z']",,,
3792,93,2020-11-29T00:00:00.000Z,Chica Ideal,Sebastián Yatra & Guaynaa,USUM72017740,-2.42857142857143,31663656.0,66,"['2020-10-16T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-22T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,
3793,94,2020-11-29T00:00:00.000Z,Lofi,Domknowz,QZFZ42089472,0.714285714285714,28931601.0,149,['2020-02-28T00:00:00.000Z'],3582396.0,6.0,583.0
3794,95,2020-11-29T00:00:00.000Z,Elevator Music,Bohoman,GBSMU7379010,3.71428571428571,29115051.0,132,['2019-11-14T00:00:00.000Z'],4064537.0,,
3795,96,2020-11-29T00:00:00.000Z,Снова я напиваюсь,SLAVA MARLOW,FRX872051222,-3.14285714285714,31583892.0,76,"['2020-10-07T00:00:00.000Z', '2020-10-23T00:00:00.000Z']",3534722.0,69.0,132165.0
3796,97,2020-11-29T00:00:00.000Z,Jingle Bell Rock,Bobby Helms,USMC15746480,-0.428571428571429,15529965.0,58,"['2015-10-28T00:00:00.000Z', '2014-11-19T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '1986-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2015-10-19T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2015-01-01T00:00:00.000Z', '2007-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2015-11-06T00:00:00.000Z', '2014-11-05T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2010-09-14T00:00:00.000Z', '2015-10-19T00:00:00.000Z', '2015-11-23T00:00:00.000Z', '2016-10-07T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2014-11-21T00:00:00.000Z', '2015-11-23T00:00:00.000Z', '2015-11-09T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2014-01-01T00:00:00.000Z', '2015-10-28T00:00:00.000Z', '2017-09-15T00:00:00.000Z', '2017-11-03T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '1957-12-02T00:00:00.000Z', '2018-06-06T00:00:00.000Z', '2016-11-23T00:00:00.000Z', '2016-10-07T00:00:00.000Z', '2005-09-27T00:00:00.000Z', '2007-08-27T00:00:00.000Z', '2001-10-23T00:00:00.000Z', '2007-10-23T00:00:00.000Z', '2018-10-06T00:00:00.000Z', '2018-11-08T00:00:00.000Z', '2018-11-02T00:00:00.000Z', '2018-11-09T00:00:00.000Z', '2001-01-01T00:00:00.000Z', '2008-01-01T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '1998-01-01T00:00:00.000Z', '1986-01-01T00:00:00.000Z', '1992-01-01T00:00:00.000Z', '2005-09-27T00:00:00.000Z', '1983-01-01T00:00:00.000Z', '2018-11-09T00:00:00.000Z', '2019-07-12T00:00:00.000Z', '2019-10-10T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-13T00:00:00.000Z', '2019-11-05T00:00:00.000Z', '2019-10-12T00:00:00.000Z', '2019-10-11T00:00:00.000Z', '2018-11-28T00:00:00.000Z', '2007-09-25T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-28T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-11T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-17T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-23T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-10-11T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-11-27T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-10-04T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2019-11-08T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-16T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-08T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-15T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-15T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-18T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-26T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-28T00:00:00.000Z', '2020-12-02T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-06T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-14T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-17T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-17T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",203875.0,12317.0,16777.0
3797,98,2020-11-29T00:00:00.000Z,Silence,Silent,TCABF1246524,0.285714285714286,20057797.0,150,[None],,,
3800,1,2020-12-06T00:00:00.000Z,Adderall (Corvette Corvette),Popp Hunna,USA2P2036916,0.0,31753663.0,41,"['2020-10-15T00:00:00.000Z', '2020-10-14T00:00:00.000Z']",3436485.0,365.0,9467.0
3801,2,2020-12-06T00:00:00.000Z,Oh No,Kreepa,USUYG1287925,0.0,29425832.0,56,['2019-12-13T00:00:00.000Z'],437999.0,101.0,1995.0
3802,3,2020-12-06T00:00:00.000Z,It's Tricky,RUN DMC,USAR18600005,0.0,15051716.0,219,"['2010-04-30T00:00:00.000Z', '2002-09-10T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '1999-12-31T00:00:00.000Z', '2009-03-26T00:00:00.000Z', '2011-04-08T00:00:00.000Z', '2015-01-09T00:00:00.000Z', '2011-07-01T00:00:00.000Z', '2013-06-21T00:00:00.000Z', '2010-10-22T00:00:00.000Z', '2003-10-28T00:00:00.000Z', '2011-06-03T00:00:00.000Z', '2007-05-05T00:00:00.000Z', '2013-07-12T00:00:00.000Z', '2013-12-13T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '1984-01-01T00:00:00.000Z', '1984-01-01T00:00:00.000Z', '1990-01-01T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-03-20T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2002-08-19T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2015-07-10T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2006-04-28T00:00:00.000Z', '2009-12-25T00:00:00.000Z', '2008-08-04T00:00:00.000Z', '2009-12-28T00:00:00.000Z', '2013-07-23T00:00:00.000Z', '2002-09-10T00:00:00.000Z', '1986-05-15T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-01-18T00:00:00.000Z', '2012-10-30T00:00:00.000Z', '2002-09-10T00:00:00.000Z']",,,
